Main_Topic,Unit,Topic_Title,Sub_Topic
PYTHON FOR BACKEND DEVELOPMENT,"Module 37: Authentication, Security & Middleware",37.2 Security Best Practices,CORS configuration and preflight requests
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.1 Message Brokers,"RabbitMQ: exchanges, queues, routing, dead letter queues, Python (pika)"
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.1 Message Brokers,"Apache Kafka: topics, partitions, consumer groups, Python (confluent-kafka)"
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.1 Message Brokers,Redis Streams: lightweight message streaming
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.1 Message Brokers,Amazon SQS / Google Pub/Sub: cloud-managed queuing
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.1 Message Brokers,"Message patterns: pub/sub, point-to-point, request-reply, fan-out"
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,"Celery: task definition, workers, result backends, retry policies"
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,Celery Beat: periodic task scheduling
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,Redis Queue (RQ): lightweight alternative to Celery
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,Dramatiq: simple task processing library
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,"Monitoring: Flower (Celery), custom dashboards"
PYTHON FOR BACKEND DEVELOPMENT,Module 38: Message Queues & Background Processing,38.2 Task Queues & Background Jobs,"Patterns: task chaining, groups, chords, error handling, idempotency"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Unit testing: pytest, unittest, fixtures, parametrize"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Integration testing: database, API endpoint testing"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Mocking: unittest.mock, pytest-mock, responses library"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,Test-Driven Development (TDD) workflow
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Behavior-Driven Development (BDD): behave, pytest-bdd"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Load testing: Locust, k6 for API performance testing"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,Contract testing: Pact for microservice interfaces
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.1 Testing Strategies,"Code coverage: pytest-cov, branch coverage, mutation testing"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Linting: Ruff, flake8, pylint"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Formatting: Black, isort, autopep8"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Type checking: mypy, pyright, strict mode"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,Pre-commit hooks: pre-commit framework
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Documentation: Sphinx, MkDocs, docstrings (Google/NumPy style)"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Logging: structlog, standard logging, log levels, structured JSON logs"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Monitoring: Prometheus metrics, OpenTelemetry tracing"
PYTHON FOR BACKEND DEVELOPMENT,Module 39: Testing & Code Quality,39.2 Code Quality & DevEx,"Dependency management: pip-tools, Poetry, PDM"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,Monolith to microservices: when and how to decompose
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"Service boundaries: domain-driven design (DDD), bounded contexts"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"Inter-service communication: synchronous (REST, gRPC) vs. asynchronous (events)"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"Service discovery: Consul, Eureka, DNS-based"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"API gateway pattern: routing, authentication, rate limiting"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"Circuit breaker pattern: Hystrix, tenacity, resilience4j"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,"Saga pattern: distributed transactions, choreography vs. orchestration"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.1 Microservices Patterns,Event sourcing and CQRS (Command Query Responsibility Segregation)
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,Horizontal vs. vertical scaling strategies
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Load balancing: Nginx, HAProxy, cloud load balancers"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Caching strategies: cache-aside, write-through, write-behind"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,Database per service vs. shared database
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Health checks, readiness/liveness probes"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Distributed tracing: Jaeger, Zipkin, OpenTelemetry"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Centralized logging: ELK stack, Loki, Datadog"
PYTHON FOR BACKEND DEVELOPMENT,Module 40: Microservices & System Architecture,40.2 Scalability & Reliability,"Configuration management: feature flags, dynamic config"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,"41.1 HTML5, CSS3 & Modern Layout","Semantic HTML5: header, nav, main, article, section, aside, footer"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,"41.1 HTML5, CSS3 & Modern Layout","CSS3: Flexbox, CSS Grid, custom properties (variables), media queries"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,"41.1 HTML5, CSS3 & Modern Layout","Responsive design: mobile-first, breakpoints, fluid typography"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,"41.1 HTML5, CSS3 & Modern Layout","CSS methodologies: BEM, CSS Modules, CSS-in-JS"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,"41.1 HTML5, CSS3 & Modern Layout","Accessibility (a11y): ARIA roles, keyboard navigation, screen reader testing"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"let/const, template literals, destructuring, spread/rest operators"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Arrow functions, default parameters, optional chaining, nullish coalescing"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Promises, async/await, Promise.all/allSettled/race"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Array methods: map, filter, reduce, find, flatMap"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Modules: import/export, dynamic imports"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Classes, iterators, generators, symbols, WeakMap/WeakSet"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.2 JavaScript ES6+ Essentials,"Event loop, microtasks, macrotasks, Web APIs"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"Type system: primitives, union, intersection, literal types"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"Interfaces vs. types, extending, generics"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"Utility types: Partial, Required, Pick, Omit, Record"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"Function types, overloads, type guards, discriminated unions"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"tsconfig.json configuration, strict mode"
REACT FOR FRONTEND DEVELOPMENT,Module 41: Web Fundamentals & JavaScript/TypeScript,41.3 TypeScript for React,"TypeScript with React: FC, ComponentProps, generics in hooks"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.1 React Fundamentals,"Create React App, Vite, Next.js project setup"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.1 React Fundamentals,"JSX: syntax, expressions, conditional rendering, lists and keys"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.1 React Fundamentals,"Components: functional components, props, children"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.1 React Fundamentals,Component composition and reusability patterns
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.1 React Fundamentals,React Developer Tools for debugging
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useState: state management, lazy initialization, functional updates"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useEffect: side effects, dependencies, cleanup functions"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useContext: context API, provider pattern, avoiding prop drilling"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useReducer: complex state logic, dispatch actions"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useMemo and useCallback: performance optimization, referential equality"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useRef: DOM access, mutable values, forwarding refs (forwardRef)"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"useId, useDeferredValue, useTransition (React 18+)"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.2 React Hooks Deep Dive,"Custom hooks: extracting reusable logic, hook composition patterns"
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,Container/presentational component pattern
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,Compound components pattern
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,Render props pattern
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,Higher-Order Components (HOCs)
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,Controlled vs. uncontrolled components
REACT FOR FRONTEND DEVELOPMENT,Module 42: React Core Concepts,42.3 Component Patterns,"Error boundaries: componentDidCatch, react-error-boundary library"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.1 Local & Context-Based State,useState for component-local state
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.1 Local & Context-Based State,useReducer for complex state transitions
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.1 Local & Context-Based State,"Context API: createContext, useContext, provider nesting"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.1 Local & Context-Based State,"Context optimization: splitting contexts, memoizing values"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.1 Local & Context-Based State,When context is enough vs. when you need external libraries
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"Redux Toolkit (RTK): createSlice, configureStore, createAsyncThunk"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"RTK Query: API caching, auto-fetching, optimistic updates"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"Zustand: lightweight store, selectors, middleware"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"Jotai: atomic state management, derived atoms"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"Recoil: atoms, selectors, async selectors"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,"TanStack Query (React Query): server state, caching, mutations, prefetching"
REACT FOR FRONTEND DEVELOPMENT,Module 43: State Management,43.2 External State Management,State machines: XState for complex UI logic
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,"BrowserRouter, Routes, Route, Outlet"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,"Dynamic routes, path parameters, query parameters (useSearchParams)"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,Nested routes and layouts
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,Protected routes and authentication guards
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,Programmatic navigation: useNavigate
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,"Lazy loading routes: React.lazy, Suspense, code splitting"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.1 React Router v6+,"Error handling in routes, 404 pages, redirect patterns"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),"File-system based routing: page.tsx, layout.tsx, loading.tsx, error.tsx"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),Server Components vs. Client Components
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),Server Actions and form handling
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),"Dynamic routes, catch-all routes, route groups"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),Middleware for authentication and redirects
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),"Static Site Generation (SSG), Server-Side Rendering (SSR), ISR"
REACT FOR FRONTEND DEVELOPMENT,Module 44: Routing & Navigation,44.2 Next.js Routing (App Router),API Routes and Route Handlers
REACT FOR FRONTEND DEVELOPMENT,Module 45: Styling & UI Libraries,45.1 Styling Approaches,"Tailwind CSS: utility-first, configuration, plugins, dark mode"
REACT FOR FRONTEND DEVELOPMENT,Module 45: Styling & UI Libraries,45.1 Styling Approaches,"CSS Modules: scoped styles, composition"
